Name,Jersey #,Team,Opponent,didWin,Date,MIN,OREB,DREB,REB,AST,STL,BLK,TO,PF,FGM,FGA,3PM,3PA,FTM,FTA,efg%,PTS,FantasyPts,isWCC
Aidan Sherfey,#14,Chapman Panthers,Loyola Marymount Lions,0,12/16/25,27,0,0,0,1,1,0,0,2,2,5,1,2,0,0,0.5,5,13,False
Kira Watanabe,#11,Chapman Panthers,Loyola Marymount Lions,0,12/16/25,16,0,2,2,1,2,0,4,2,1,7,1,5,0,0,0.214,3,-2,False
Trinity Barretto,#20,Chapman Panthers,Loyola Marymount Lions,0,12/16/25,18,1,1,2,1,1,0,2,0,0,3,0,0,0,0,0.0,0,0,False
Emerson Ludwick,#5,Chapman Panthers,Loyola Marymount Lions,0,12/16/25,14,0,2,2,0,0,0,1,4,0,2,0,0,0,0,0.0,0,-2,False
Sydney Teoh,#8,Chapman Panthers,Loyola Marymount Lions,0,12/16/25,16,0,1,1,1,1,0,3,1,1,4,0,2,1,1,0.25,3,0,False
Jemma Lacap,#24,Chapman Panthers,Loyola Marymount Lions,0,12/16/25,10,0,0,0,1,0,0,2,1,0,1,0,0,0,0,0.0,0,-3,False
Darcy McCoy,#22,Chapman Panthers,Loyola Marymount Lions,0,12/16/25,5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0,0,-2,False
Makena Nitao,#33,Chapman Panthers,Loyola Marymount Lions,0,12/16/25,20,0,0,0,1,1,0,3,0,1,3,0,2,0,0,0.333,2,-1,False
Maile Nakaji,#23,Chapman Panthers,Loyola Marymount Lions,0,12/16/25,17,3,1,4,1,0,0,2,1,2,9,1,6,1,1,0.278,6,2,False
Andi Martinez,#4,Chapman Panthers,Loyola Marymount Lions,0,12/16/25,13,1,0,1,0,0,0,3,1,0,0,0,0,1,2,,1,-6,False
Ciara Lu,#3,Chapman Panthers,Loyola Marymount Lions,0,12/16/25,5,0,0,0,0,1,0,1,0,0,0,0,0,1,2,,1,2,False
Maya Hernandez,#55,Loyola Marymount Lions,Chapman Panthers,1,12/16/25,17,4,3,7,4,1,1,1,1,3,5,0,0,1,1,0.6,7,36,True
Ivana Krajina,#13,Loyola Marymount Lions,Chapman Panthers,1,12/16/25,18,2,0,2,4,1,0,1,4,3,7,1,5,0,0,0.5,7,22,True
Jess Lawson,#0,Loyola Marymount Lions,Chapman Panthers,1,12/16/25,18,4,4,8,2,1,0,2,1,3,5,0,0,5,6,0.6,11,30,True
Andjela Matic,#28,Loyola Marymount Lions,Chapman Panthers,1,12/16/25,23,0,2,2,2,3,0,2,0,7,9,3,5,0,0,0.944,17,46,True
Carly Heidger,#5,Loyola Marymount Lions,Chapman Panthers,1,12/16/25,16,1,2,3,0,1,0,0,1,3,7,0,3,0,0,0.429,6,12,True
Kayla Jones,#24,Loyola Marymount Lions,Chapman Panthers,1,12/16/25,17,5,1,6,1,0,0,1,3,6,7,0,0,1,2,0.857,13,31,True
Ana Milanovic,#7,Loyola Marymount Lions,Chapman Panthers,1,12/16/25,14,0,1,1,2,1,0,2,2,3,3,0,0,1,1,1.0,7,20,True
Paula Reus Piza,#30,Loyola Marymount Lions,Chapman Panthers,1,12/16/25,14,1,4,5,2,0,0,1,0,1,3,0,0,1,2,0.333,3,12,True
Zawadi Ogot,#54,Loyola Marymount Lions,Chapman Panthers,1,12/16/25,23,2,3,5,0,2,2,2,2,5,13,0,0,0,1,0.385,10,26,True
Allison Clarke,#4,Loyola Marymount Lions,Chapman Panthers,1,12/16/25,25,0,1,1,3,0,0,3,0,0,6,0,6,0,0,0.0,0,-8,True
Lova Lagerlid,#10,Loyola Marymount Lions,Chapman Panthers,1,12/16/25,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,2,True
Mari Somvichian,#2,Loyola Marymount Lions,Chapman Panthers,1,12/16/25,13,1,0,1,1,1,0,1,1,0,1,0,1,0,0,0.0,0,4,True
Heloisa Carrera,#14,Arizona State Sun Devils,Gonzaga Bulldogs,1,12/16/25,22,2,0,2,1,2,1,1,3,1,5,0,0,1,1,0.2,3,16,False
Deborah Davenport,#24,Arizona State Sun Devils,Gonzaga Bulldogs,1,12/16/25,30,3,1,4,0,1,0,3,3,2,3,0,0,0,0,0.667,4,8,False
Marley Washenitz,#11,Arizona State Sun Devils,Gonzaga Bulldogs,1,12/16/25,34,0,4,4,4,3,0,2,4,5,13,2,6,0,0,0.462,12,36,False
Last-Tear Poa,#13,Arizona State Sun Devils,Gonzaga Bulldogs,1,12/16/25,23,0,0,0,5,0,0,1,2,0,3,0,1,0,0,0.0,0,10,False
Gabby Elliott,#0,Arizona State Sun Devils,Gonzaga Bulldogs,1,12/16/25,39,3,1,4,2,4,0,3,3,10,22,3,6,7,10,0.523,30,58,False
Martina Fantini,#7,Arizona State Sun Devils,Gonzaga Bulldogs,1,12/16/25,18,4,2,6,1,2,1,1,3,3,5,0,0,1,2,0.6,7,28,False
Amaya Williams,#1,Arizona State Sun Devils,Gonzaga Bulldogs,1,12/16/25,8,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0.0,0,-1,False
Jyah LoVett,#4,Arizona State Sun Devils,Gonzaga Bulldogs,1,12/16/25,26,0,2,2,1,2,0,2,1,5,9,2,4,0,0,0.667,12,27,False
Lauren Whittaker,#33,Gonzaga Bulldogs,Arizona State Sun Devils,0,12/16/25,32,1,8,9,2,2,0,1,3,8,13,3,5,5,5,0.731,24,60,True
Taylor Smith,#20,Gonzaga Bulldogs,Arizona State Sun Devils,0,12/16/25,30,1,1,2,5,1,0,4,2,4,6,0,0,0,0,0.667,8,24,True
Zeryhia Aokuso,#55,Gonzaga Bulldogs,Arizona State Sun Devils,0,12/16/25,19,1,3,4,0,0,0,5,2,3,6,2,3,0,0,0.667,8,4,True
Allie Turner,#11,Gonzaga Bulldogs,Arizona State Sun Devils,0,12/16/25,37,0,2,2,2,1,0,7,0,3,10,2,7,4,4,0.4,12,5,True
Ines Bettencourt,#8,Gonzaga Bulldogs,Arizona State Sun Devils,0,12/16/25,29,0,3,3,1,0,0,6,4,0,1,0,1,1,4,0.0,1,-12,True
Jaiden Haile,#23,Gonzaga Bulldogs,Arizona State Sun Devils,0,12/16/25,10,1,1,2,2,0,0,0,0,0,1,0,0,2,4,0.0,2,8,True
McKynnlie Dalan,#22,Gonzaga Bulldogs,Arizona State Sun Devils,0,12/16/25,9,2,4,6,0,2,0,0,0,0,2,0,0,0,0,0.0,0,11,True
Julia Wilson,#3,Gonzaga Bulldogs,Arizona State Sun Devils,0,12/16/25,7,1,1,2,0,0,0,1,0,1,1,1,1,0,0,1.5,3,6,True
Teryn Gardner,#24,Gonzaga Bulldogs,Arizona State Sun Devils,0,12/16/25,21,0,0,0,1,0,0,2,3,2,4,2,4,0,0,0.75,6,7,True
Christabel Osarobo,#12,Gonzaga Bulldogs,Arizona State Sun Devils,0,12/16/25,6,1,0,1,0,1,0,0,2,1,2,0,1,0,0,0.5,2,6,True
Pinja Paananen,#10,Sacramento State Hornets,San Francisco Dons,0,12/17/25,13,0,1,1,0,0,1,0,1,1,1,1,1,0,0,1.5,3,11,False
Elizabeth Abiara,#5,Sacramento State Hornets,San Francisco Dons,0,12/17/25,23,4,4,8,0,0,1,3,2,3,3,0,0,1,1,1.0,7,18,False
Rubi Gray,#11,Sacramento State Hornets,San Francisco Dons,0,12/17/25,36,0,2,2,1,0,1,4,2,5,12,2,5,2,2,0.5,14,16,False
Natalie Picton,#2,Sacramento State Hornets,San Francisco Dons,0,12/17/25,38,1,3,4,2,1,2,4,1,1,11,0,3,1,2,0.091,3,2,False
Benthe Versteeg,#1,Sacramento State Hornets,San Francisco Dons,0,12/17/25,39,1,8,9,5,1,1,8,2,2,10,1,2,6,8,0.25,11,20,False
Keanna Salave'a,#8,Sacramento State Hornets,San Francisco Dons,0,12/17/25,19,4,4,8,2,1,1,4,3,5,10,1,4,0,0,0.55,11,26,False
Brooklyn Taylor,#3,Sacramento State Hornets,San Francisco Dons,0,12/17/25,22,1,6,7,2,1,0,2,1,2,4,0,0,2,2,0.5,6,20,False
Ajong Lual,#12,Sacramento State Hornets,San Francisco Dons,0,12/17/25,3,0,0,0,0,0,0,2,1,0,0,0,0,0,0,,0,-5,False
Jaety Mandaquit,#22,Sacramento State Hornets,San Francisco Dons,0,12/17/25,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,-1,False
Tali Fa'i,#14,Sacramento State Hornets,San Francisco Dons,0,12/17/25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,False
Natasa Tausova,#12,San Francisco Dons,Sacramento State Hornets,1,12/17/25,21,1,1,2,2,0,0,2,1,2,9,0,4,0,0,0.222,4,1,True
Noelia Mourio,#3,San Francisco Dons,Sacramento State Hornets,1,12/17/25,26,3,3,6,2,0,1,5,5,5,7,0,0,0,0,0.714,10,22,True
Aina Cargol,#9,San Francisco Dons,Sacramento State Hornets,1,12/17/25,35,1,3,4,7,1,0,1,5,6,10,2,5,0,0,0.7,14,49,True
Candy Edokpaigbe,#23,San Francisco Dons,Sacramento State Hornets,1,12/17/25,34,2,2,4,4,1,1,2,1,5,20,0,3,2,2,0.25,12,24,True
Mara Neira,#2,San Francisco Dons,Sacramento State Hornets,1,12/17/25,23,0,6,6,0,4,0,1,0,3,9,3,5,0,0,0.5,9,30,True
Nevaeh Ferrara Horne,#7,San Francisco Dons,Sacramento State Hornets,1,12/17/25,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,,0,6,True
Sol Castro,#24,San Francisco Dons,Sacramento State Hornets,1,12/17/25,12,1,1,2,2,0,0,2,4,1,4,0,0,0,0,0.25,2,5,True
Meghan McIntyre,#4,San Francisco Dons,Sacramento State Hornets,1,12/17/25,23,2,1,3,0,2,0,1,0,1,3,0,0,3,4,0.333,5,14,True
Paula Tirado,#22,San Francisco Dons,Sacramento State Hornets,1,12/17/25,18,1,0,1,1,1,0,1,0,2,6,1,3,0,0,0.417,5,10,True
Olivia Williams,#21,San Francisco Dons,Sacramento State Hornets,1,12/17/25,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,True
Elise Turrubiates,#24,South Dakota Coyotes,Pepperdine Waves,0,12/17/25,37,4,3,7,1,0,1,1,0,5,12,4,6,5,6,0.583,19,38,False
Patience Williams,#11,South Dakota Coyotes,Pepperdine Waves,0,12/17/25,23,3,5,8,2,1,2,1,4,5,14,1,3,0,1,0.393,11,32,False
Alex Flattery,#12,South Dakota Coyotes,Pepperdine Waves,0,12/17/25,21,1,3,4,0,1,0,1,2,1,2,0,0,2,2,0.5,4,11,False
Molly Joyce,#1,South Dakota Coyotes,Pepperdine Waves,0,12/17/25,14,0,0,0,1,0,0,1,4,2,5,0,1,0,0,0.4,4,4,False
Angelina Robles,#5,South Dakota Coyotes,Pepperdine Waves,0,12/17/25,39,0,3,3,2,3,0,3,2,5,11,1,4,2,2,0.5,13,28,False
Josie Hill,#14,South Dakota Coyotes,Pepperdine Waves,0,12/17/25,19,0,2,2,1,0,1,0,1,0,5,0,4,2,2,0.0,2,2,False
Tori Schlagel,#33,South Dakota Coyotes,Pepperdine Waves,0,12/17/25,28,2,3,5,2,0,0,0,2,3,15,0,4,3,4,0.2,9,10,False
Alyssa Bartlett,#10,South Dakota Coyotes,Pepperdine Waves,0,12/17/25,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0.0,0,-3,False
Coral Mason,#3,South Dakota Coyotes,Pepperdine Waves,0,12/17/25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,False
Olivia Kieffer,#0,South Dakota Coyotes,Pepperdine Waves,0,12/17/25,17,0,4,4,1,1,0,0,1,1,3,1,2,0,0,0.5,3,14,False
Shorna Preston,#12,Pepperdine Waves,South Dakota Coyotes,1,12/17/25,29,2,6,8,3,1,1,3,3,3,9,1,4,2,2,0.389,9,26,True
Ellison Guiney,#2,Pepperdine Waves,South Dakota Coyotes,1,12/17/25,34,1,3,4,2,1,1,5,2,6,9,2,2,2,2,0.778,16,34,True
Taija Sta. Maria,#1,Pepperdine Waves,South Dakota Coyotes,1,12/17/25,32,1,5,6,2,0,0,2,1,1,6,1,2,4,4,0.25,7,14,True
Lina Falk,#22,Pepperdine Waves,South Dakota Coyotes,1,12/17/25,34,0,5,5,3,0,0,4,5,5,9,0,0,5,5,0.556,15,28,True
Meghan Fiso,#13,Pepperdine Waves,South Dakota Coyotes,1,12/17/25,34,0,7,7,3,0,0,1,2,7,11,2,2,3,4,0.727,19,47,True
Irune Orio,#31,Pepperdine Waves,South Dakota Coyotes,1,12/17/25,4,1,1,2,0,0,0,2,0,0,2,0,1,0,0,0.0,0,-5,True
Seleh Harmon,#30,Pepperdine Waves,South Dakota Coyotes,1,12/17/25,15,0,0,0,1,0,0,0,0,2,3,1,1,0,0,0.833,5,14,True
Bella Green,#3,Pepperdine Waves,South Dakota Coyotes,1,12/17/25,11,1,4,5,1,0,0,0,2,1,4,0,1,0,0,0.25,2,9,True
Ivory Finley,#0,Pepperdine Waves,South Dakota Coyotes,1,12/17/25,7,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0,1,True
Lucija Milkovic,#7,Seattle U Redhawks,Portland State Vikings,0,12/17/25,32,1,6,7,1,2,4,1,2,7,13,0,1,0,2,0.538,14,48,True
Chloe Emanga,#8,Seattle U Redhawks,Portland State Vikings,0,12/17/25,39,2,1,3,3,1,1,2,4,3,11,0,1,0,0,0.273,6,17,True
Dylan Mogel,#5,Seattle U Redhawks,Portland State Vikings,0,12/17/25,23,2,0,2,4,1,0,3,1,0,5,0,0,0,0,0.0,0,5,True
Sydnie Rodriguez,#24,Seattle U Redhawks,Portland State Vikings,0,12/17/25,35,1,8,9,1,5,0,3,2,6,9,1,1,3,4,0.722,16,49,True
Ella Brubaker,#3,Seattle U Redhawks,Portland State Vikings,0,12/17/25,34,0,5,5,0,1,1,3,3,7,18,3,7,3,5,0.472,20,28,True
Fia Proctor,#4,Seattle U Redhawks,Portland State Vikings,0,12/17/25,8,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0.75,3,6,True
Jana Vesic,#9,Seattle U Redhawks,Portland State Vikings,0,12/17/25,20,0,1,1,1,1,0,4,1,1,5,0,2,1,2,0.2,3,-4,True
Lucy Larson,#22,Seattle U Redhawks,Portland State Vikings,0,12/17/25,9,0,1,1,1,0,0,1,0,0,0,0,0,0,0,,0,2,True
Ajae Yoakum,#5,Portland State Vikings,Seattle U Redhawks,1,12/17/25,26,4,8,12,3,3,0,2,0,5,11,0,1,0,1,0.455,10,40,False
Kyleigh Brown,#12,Portland State Vikings,Seattle U Redhawks,1,12/17/25,32,2,1,3,3,0,1,1,2,5,15,2,6,4,4,0.4,16,31,False
Laynee Torres-Kahapea,#11,Portland State Vikings,Seattle U Redhawks,1,12/17/25,31,3,2,5,5,0,0,4,2,5,9,3,6,0,0,0.722,13,32,False
Taylor Moffat,#23,Portland State Vikings,Seattle U Redhawks,1,12/17/25,27,1,2,3,5,2,0,0,2,3,6,3,5,0,0,0.75,9,40,False
Cici Ellington,#25,Portland State Vikings,Seattle U Redhawks,1,12/17/25,27,4,10,14,4,2,3,4,4,7,11,2,3,2,4,0.727,18,64,False
Hannah Chicken,#9,Portland State Vikings,Seattle U Redhawks,1,12/17/25,26,0,4,4,3,6,1,4,2,6,9,0,0,1,1,0.667,13,51,False
Kirstine Munk,#10,Portland State Vikings,Seattle U Redhawks,1,12/17/25,5,0,1,1,2,0,0,0,2,0,0,0,0,0,2,,0,6,False
Sophie Buzzard,#4,Portland State Vikings,Seattle U Redhawks,1,12/17/25,21,0,0,0,0,0,0,1,1,2,6,2,5,0,0,0.5,6,4,False
Jamia Carter,#2,Portland State Vikings,Seattle U Redhawks,1,12/17/25,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0.0,0,-2,False
Alani Encinas,#13,Portland State Vikings,Seattle U Redhawks,1,12/17/25,3,0,0,0,0,0,0,0,1,0,2,0,2,0,0,0.0,0,-3,False
Lainey Spear,#20,Portland Pilots,Oregon Ducks,0,12/18/25,28,0,2,2,3,1,1,4,4,6,8,0,0,3,5,0.75,15,32,True
Julia Dalan,#44,Portland Pilots,Oregon Ducks,0,12/18/25,23,1,1,2,0,0,2,4,2,1,5,0,0,0,1,0.2,2,-2,True
Rhyan Mogel,#22,Portland Pilots,Oregon Ducks,0,12/18/25,30,1,4,5,8,1,0,0,2,1,6,0,2,3,4,0.167,5,33,True
Dyani Ananiev,#2,Portland Pilots,Oregon Ducks,0,12/18/25,27,0,5,5,2,4,1,5,3,3,10,2,7,0,0,0.4,8,21,True
Florence Dallow,#3,Portland Pilots,Oregon Ducks,0,12/18/25,18,1,3,4,1,0,1,1,4,3,6,1,3,2,2,0.583,9,20,True
Ella Zimmerman,#42,Portland Pilots,Oregon Ducks,0,12/18/25,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,-1,True
Jada Kennedy,#9,Portland Pilots,Oregon Ducks,0,12/18/25,7,0,1,1,0,2,1,2,2,1,1,0,0,0,0,1.0,2,10,True
Brynn Smith,#12,Portland Pilots,Oregon Ducks,0,12/18/25,10,0,3,3,0,1,0,1,0,0,3,0,2,2,2,0.0,2,2,True
Caitlin Monahan,#14,Portland Pilots,Oregon Ducks,0,12/18/25,2,1,0,1,0,0,0,0,1,0,1,0,1,2,2,0.0,2,2,True
Tiffany Barbosa,#7,Portland Pilots,Oregon Ducks,0,12/18/25,19,1,2,3,0,1,0,1,0,3,6,0,1,2,3,0.5,8,14,True
Natalie Fraley,#10,Portland Pilots,Oregon Ducks,0,12/18/25,14,0,2,2,1,0,0,0,0,2,3,0,1,0,2,0.667,4,9,True
Nicole Anderson,#17,Portland Pilots,Oregon Ducks,0,12/18/25,18,0,3,3,0,1,0,3,1,0,4,0,4,2,2,0.0,2,-6,True
Sarah Rambus,#23,Oregon Ducks,Portland Pilots,1,12/18/25,16,1,2,3,0,0,0,1,1,4,8,0,0,3,6,0.5,11,15,False
Mia Jacobs,#1,Oregon Ducks,Portland Pilots,1,12/18/25,21,3,7,10,0,2,0,1,4,5,12,4,7,7,7,0.583,21,46,False
Katie Fiso,#2,Oregon Ducks,Portland Pilots,1,12/18/25,29,0,9,9,11,1,0,4,3,4,11,1,2,1,1,0.409,10,48,False
Ari Long,#14,Oregon Ducks,Portland Pilots,1,12/18/25,23,0,2,2,0,4,0,3,0,3,5,0,1,0,0,0.6,6,18,False
Sofia Bell,#3,Oregon Ducks,Portland Pilots,1,12/18/25,25,2,1,3,1,1,0,0,3,1,5,1,5,1,2,0.3,4,10,False
Ehis Etute,#35,Oregon Ducks,Portland Pilots,1,12/18/25,10,0,2,2,1,1,0,1,0,0,2,0,0,0,0,0.0,0,5,False
Filippa Tilliander,#21,Oregon Ducks,Portland Pilots,1,12/18/25,5,0,1,1,0,0,0,1,0,0,0,0,0,0,0,,0,0,False
Amina Muhammad,#5,Oregon Ducks,Portland Pilots,1,12/18/25,19,1,3,4,1,2,0,2,2,5,8,0,0,2,2,0.625,12,30,False
Sara Barhoum,#25,Oregon Ducks,Portland Pilots,1,12/18/25,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0,0,-1,False
Janiyah Williams,#22,Oregon Ducks,Portland Pilots,1,12/18/25,5,0,0,0,0,1,0,0,3,2,3,0,0,0,1,0.667,4,10,False
Avary Cain,#42,Oregon Ducks,Portland Pilots,1,12/18/25,21,1,3,4,3,3,0,1,2,4,9,3,7,0,0,0.611,11,36,False
Sammie Wagner,#11,Oregon Ducks,Portland Pilots,1,12/18/25,3,0,0,0,1,0,1,0,2,0,0,0,0,0,0,,0,8,False
Astera Tuhina,#0,Oregon Ducks,Portland Pilots,1,12/18/25,20,0,0,0,4,1,0,0,1,3,5,0,1,0,0,0.6,6,26,False
Malia Ruud,#55,Washington State Cougars,Pennsylvania Quakers,0,12/19/25,32,1,1,2,2,1,0,0,2,5,9,2,4,0,0,0.667,12,30,True
Charlotte Abraham,#10,Washington State Cougars,Pennsylvania Quakers,0,12/19/25,25,2,4,6,0,1,0,5,2,2,8,1,4,0,0,0.312,5,-2,True
Keandra Koorits,#15,Washington State Cougars,Pennsylvania Quakers,0,12/19/25,25,0,2,2,2,1,0,0,2,3,6,1,3,1,1,0.583,8,22,True
Marta Alsina,#12,Washington State Cougars,Pennsylvania Quakers,0,12/19/25,32,0,5,5,3,2,1,3,4,0,3,0,2,0,0,0.0,0,12,True
Eleonora Villa,#2,Washington State Cougars,Pennsylvania Quakers,0,12/19/25,40,0,0,0,6,1,0,2,0,9,17,2,3,1,1,0.588,21,50,True
Tanja Valancic,#9,Washington State Cougars,Pennsylvania Quakers,0,12/19/25,20,1,5,6,3,0,0,2,1,1,2,0,1,1,2,0.5,3,12,True
Lauren Glazier,#25,Washington State Cougars,Pennsylvania Quakers,0,12/19/25,16,0,3,3,1,1,0,0,1,4,6,2,4,0,0,0.833,10,26,True
Malvina Haziri,#1,Washington State Cougars,Pennsylvania Quakers,0,12/19/25,8,0,0,0,1,0,0,1,1,1,1,1,1,0,0,1.5,3,7,True
Jean Chiu,#5,Washington State Cougars,Pennsylvania Quakers,0,12/19/25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,True
Mackenzie Chatfield,#8,Washington State Cougars,Pennsylvania Quakers,0,12/19/25,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,0,6,True
Katie Collins,#25,Pennsylvania Quakers,Washington State Cougars,1,12/19/25,35,2,6,8,3,1,0,2,1,7,12,1,4,0,0,0.625,15,39,False
Tina Njike,#10,Pennsylvania Quakers,Washington State Cougars,1,12/19/25,28,4,5,9,4,0,1,0,0,4,6,0,1,0,2,0.667,8,36,False
Mataya Gayle,#22,Pennsylvania Quakers,Washington State Cougars,1,12/19/25,31,0,2,2,6,3,1,3,1,6,15,2,4,0,0,0.467,14,46,False
Simone Sawyer,#11,Pennsylvania Quakers,Washington State Cougars,1,12/19/25,35,1,1,2,0,1,0,1,2,4,9,1,4,6,9,0.5,15,20,False
Saniah Caldwell,#4,Pennsylvania Quakers,Washington State Cougars,1,12/19/25,31,1,1,2,1,1,0,3,1,1,4,1,3,0,0,0.375,3,4,False
Gabriella Kelley,#33,Pennsylvania Quakers,Washington State Cougars,1,12/19/25,11,1,0,1,0,0,0,0,0,1,3,1,3,0,0,0.5,3,4,False
Brooke Suttle,#2,Pennsylvania Quakers,Washington State Cougars,1,12/19/25,15,1,3,4,1,1,0,0,0,3,6,1,2,0,0,0.583,7,22,False
Sarah Miller,#8,Pennsylvania Quakers,Washington State Cougars,1,12/19/25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,False
Ashna Tambe,#0,Pennsylvania Quakers,Washington State Cougars,1,12/19/25,12,1,0,1,2,0,0,1,1,1,5,0,3,0,0,0.2,2,2,False
Lupe Lemus,#21,Simpson University (CA) Red Hawks,Pacific Tigers,0,12/19/25,31,0,1,1,1,0,0,2,3,0,0,0,0,0,0,,0,-1,False
Moriah Bowles,#24,Simpson University (CA) Red Hawks,Pacific Tigers,0,12/19/25,31,1,2,3,0,0,0,2,2,2,10,1,8,0,0,0.25,5,-6,False
Andrea Perez,#10,Simpson University (CA) Red Hawks,Pacific Tigers,0,12/19/25,33,0,3,3,1,0,0,5,2,1,11,0,6,3,4,0.091,5,-15,False
Destiny Nichols,#5,Simpson University (CA) Red Hawks,Pacific Tigers,0,12/19/25,25,0,1,1,1,1,0,6,3,7,16,1,1,1,1,0.469,16,16,False
Anna Marshall,#3,Simpson University (CA) Red Hawks,Pacific Tigers,0,12/19/25,35,2,4,6,2,3,1,2,1,6,17,2,6,0,0,0.412,14,35,False
Cerina Nguyen,#23,Simpson University (CA) Red Hawks,Pacific Tigers,0,12/19/25,17,0,3,3,0,2,1,4,1,3,3,1,1,0,0,1.167,7,18,False
Te'Niyah Lindsey,#12,Simpson University (CA) Red Hawks,Pacific Tigers,0,12/19/25,28,0,0,0,1,0,0,5,3,1,4,0,0,0,0,0.25,2,-8,False
Winner Bartholomew,#25,Pacific Tigers,Simpson University (CA) Red Hawks,1,12/19/25,12,3,3,6,1,1,0,0,0,6,8,0,0,4,6,0.75,16,40,True
Daria Nestorov,#21,Pacific Tigers,Simpson University (CA) Red Hawks,1,12/19/25,20,1,3,4,8,1,0,3,1,3,8,2,6,0,0,0.5,8,33,True
Nyah Lowery,#15,Pacific Tigers,Simpson University (CA) Red Hawks,1,12/19/25,16,2,3,5,2,2,0,1,1,7,10,4,5,0,0,0.9,18,50,True
Stella Szabo,#5,Pacific Tigers,Simpson University (CA) Red Hawks,1,12/19/25,14,1,1,2,1,3,0,1,0,1,2,1,1,0,0,0.75,3,20,True
Sydney Ward,#10,Pacific Tigers,Simpson University (CA) Red Hawks,1,12/19/25,18,3,4,7,7,1,2,0,0,4,7,0,2,0,0,0.571,8,50,True
LaMiracle Lebon,#24,Pacific Tigers,Simpson University (CA) Red Hawks,1,12/19/25,12,4,2,6,0,1,1,1,0,1,3,0,0,1,2,0.333,3,14,True
Tyla Fautua,#32,Pacific Tigers,Simpson University (CA) Red Hawks,1,12/19/25,6,0,2,2,1,1,0,0,0,0,3,0,0,0,0,0.0,0,6,True
Luisa Anderegg,#11,Pacific Tigers,Simpson University (CA) Red Hawks,1,12/19/25,19,0,3,3,2,2,1,2,2,5,10,4,5,6,7,0.7,20,48,True
Sophia Mindermann,#8,Pacific Tigers,Simpson University (CA) Red Hawks,1,12/19/25,12,2,2,4,0,1,0,2,0,5,9,3,7,0,0,0.722,13,23,True
Liv Yergensen,#7,Pacific Tigers,Simpson University (CA) Red Hawks,1,12/19/25,13,2,0,2,0,0,0,1,0,2,6,1,5,1,1,0.417,6,4,True
Hannah Burg,#3,Pacific Tigers,Simpson University (CA) Red Hawks,1,12/19/25,17,1,4,5,7,2,0,2,2,1,2,0,1,0,0,0.5,2,31,True
Mali Ennis,#2,Pacific Tigers,Simpson University (CA) Red Hawks,1,12/19/25,15,3,1,4,1,1,0,2,0,4,11,3,7,0,0,0.5,11,19,True
Marina Radocaj,#9,Pacific Tigers,Simpson University (CA) Red Hawks,1,12/19/25,13,2,2,4,3,1,2,1,1,4,4,0,0,0,2,1.0,8,36,True
Kenlee Durrill,#23,Pacific Tigers,Simpson University (CA) Red Hawks,1,12/19/25,13,0,2,2,2,0,0,1,1,0,4,0,3,0,0,0.0,0,0,True
Lauren Whittaker,#33,Gonzaga Bulldogs,Missouri State Bears,1,12/19/25,26,2,14,16,1,0,2,4,3,8,12,2,4,1,3,0.75,19,48,True
Taylor Smith,#20,Gonzaga Bulldogs,Missouri State Bears,1,12/19/25,18,0,1,1,1,2,0,2,4,3,6,0,0,1,1,0.5,7,18,True
Zeryhia Aokuso,#55,Gonzaga Bulldogs,Missouri State Bears,1,12/19/25,23,1,1,2,6,0,0,3,3,5,10,0,1,1,1,0.5,11,29,True
Allie Turner,#11,Gonzaga Bulldogs,Missouri State Bears,1,12/19/25,35,0,0,0,3,1,0,3,2,5,12,3,6,0,0,0.542,13,24,True
Ines Bettencourt,#8,Gonzaga Bulldogs,Missouri State Bears,1,12/19/25,21,0,3,3,4,1,1,0,3,1,2,0,0,2,2,0.5,4,29,True
Jaiden Haile,#23,Gonzaga Bulldogs,Missouri State Bears,1,12/19/25,23,7,5,12,2,0,2,3,1,2,6,0,0,1,2,0.333,5,23,True
McKynnlie Dalan,#22,Gonzaga Bulldogs,Missouri State Bears,1,12/19/25,13,0,2,2,0,0,1,2,2,0,1,0,0,0,0,0.0,0,0,True
Julia Wilson,#3,Gonzaga Bulldogs,Missouri State Bears,1,12/19/25,8,1,0,1,1,1,0,1,1,0,0,0,0,0,0,,0,6,True
