Name,Jersey #,Team,Opponent,didWin,Date,MIN,OREB,DREB,REB,AST,STL,BLK,TO,PF,FGM,FGA,3PM,3PA,FTM,FTA,PTS,FantasyPts,isWCC
Mara Neira,#2,San Francisco Dons,Colorado State Rams,0,12/13/25,23,1,5,6,1,3,0,4,1,0,4,0,3,0,0,0,6,True
Sophia Priestley,#32,San Francisco Dons,Colorado State Rams,0,12/13/25,9,0,3,3,1,0,0,0,0,0,0,0,0,1,2,1,6,True
Nevaeh Ferrara Horne,#7,San Francisco Dons,Colorado State Rams,0,12/13/25,8,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,3,True
Sol Castro,#24,San Francisco Dons,Colorado State Rams,0,12/13/25,13,3,1,4,1,0,0,1,2,1,4,0,0,4,4,6,9,True
Amy Pateman,#10,San Francisco Dons,Colorado State Rams,0,12/13/25,8,0,0,0,0,1,0,0,0,0,3,0,3,0,0,0,-2,True
Meghan McIntyre,#4,San Francisco Dons,Colorado State Rams,0,12/13/25,8,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,-2,True
Paula Tirado,#22,San Francisco Dons,Colorado State Rams,0,12/13/25,21,0,3,3,1,0,0,3,1,2,5,2,3,0,0,6,6,True
Olivia Williams,#21,San Francisco Dons,Colorado State Rams,0,12/13/25,15,1,2,3,1,0,2,0,0,2,5,0,0,2,2,6,17,True
Ava Schmidt,#13,Santa Clara Broncos,Grand Canyon Lopes,1,12/14/25,27,0,3,3,1,1,1,1,3,4,7,3,5,0,0,11,25,True
Kylee Fox,#30,Santa Clara Broncos,Grand Canyon Lopes,1,12/14/25,32,1,5,6,1,1,1,1,2,4,7,1,4,2,2,11,25,True
Sophie Glancey,#12,Santa Clara Broncos,Grand Canyon Lopes,1,12/14/25,32,2,6,8,0,1,2,0,3,8,15,0,1,13,13,29,48,True
Ashley Hawkins,#23,Santa Clara Broncos,Grand Canyon Lopes,1,12/14/25,33,0,4,4,9,2,0,4,2,5,12,2,6,2,2,14,42,True
Maia Jones,#9,Santa Clara Broncos,Grand Canyon Lopes,1,12/14/25,30,1,2,3,4,6,0,3,2,2,10,0,4,6,8,10,32,True
Tyler Gildersleeve-Stiles,#34,Santa Clara Broncos,Grand Canyon Lopes,1,12/14/25,8,1,3,4,1,0,0,1,2,0,1,0,0,0,0,0,5,True
Delainey Miller,#20,Santa Clara Broncos,Grand Canyon Lopes,1,12/14/25,13,2,1,3,0,0,0,1,2,4,8,0,1,2,2,10,11,True
Kate Schat,#3,Santa Clara Broncos,Grand Canyon Lopes,1,12/14/25,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,-1,True
Aniya Hooker,#2,Santa Clara Broncos,Grand Canyon Lopes,1,12/14/25,22,1,0,1,0,2,0,1,4,2,6,2,4,0,0,6,12,True
Anisa Jeffries,#1,Grand Canyon Lopes,Santa Clara Broncos,0,12/14/25,31,1,3,4,1,1,0,3,4,3,7,0,1,2,2,8,11,False
Faith Carson,#54,Grand Canyon Lopes,Santa Clara Broncos,0,12/14/25,4,0,1,1,0,0,0,0,0,0,2,0,1,0,0,0,-2,False
Chloe Mann,#0,Grand Canyon Lopes,Santa Clara Broncos,0,12/14/25,29,0,2,2,1,0,0,9,2,10,15,2,3,7,8,29,21,False
Julianna LaMendola,#20,Grand Canyon Lopes,Santa Clara Broncos,0,12/14/25,32,0,4,4,5,0,3,1,2,2,7,2,5,0,0,6,28,False
Ale'jah Douglas,#3,Grand Canyon Lopes,Santa Clara Broncos,0,12/14/25,24,0,0,0,2,0,0,2,3,0,4,0,1,0,0,0,-3,False
Norah Moo,#24,Grand Canyon Lopes,Santa Clara Broncos,0,12/14/25,6,2,3,5,0,1,0,1,0,2,3,0,0,0,0,4,12,False
Favor Ayodele,#15,Grand Canyon Lopes,Santa Clara Broncos,0,12/14/25,17,1,4,5,0,2,0,2,2,2,3,0,0,2,4,6,14,False
Holly Griffiths,#11,Grand Canyon Lopes,Santa Clara Broncos,0,12/14/25,14,0,3,3,1,0,0,1,2,3,4,1,2,1,2,8,13,False
Casey Valenti-Paea,#6,Grand Canyon Lopes,Santa Clara Broncos,0,12/14/25,23,0,3,3,4,1,0,1,2,1,3,1,3,0,0,3,18,False
Karley Johnson,#7,Grand Canyon Lopes,Santa Clara Broncos,0,12/14/25,20,0,2,2,1,1,0,3,2,2,5,0,2,4,5,8,7,False
Heloisa Carrera,#14,Arizona State Sun Devils,Oregon State Beavers,1,12/14/25,37,1,6,7,0,0,0,1,3,6,12,0,0,0,0,12,18,False
McKinna Brackens,#21,Arizona State Sun Devils,Oregon State Beavers,1,12/14/25,29,1,3,4,0,0,0,1,3,5,8,0,0,2,4,12,15,False
Marley Washenitz,#11,Arizona State Sun Devils,Oregon State Beavers,1,12/14/25,42,0,5,5,3,4,0,1,3,2,9,1,4,0,0,5,27,False
Last-Tear Poa,#13,Arizona State Sun Devils,Oregon State Beavers,1,12/14/25,27,0,1,1,4,2,0,5,3,2,2,1,1,2,2,7,22,False
Gabby Elliott,#0,Arizona State Sun Devils,Oregon State Beavers,1,12/14/25,38,1,4,5,0,4,0,0,2,2,16,0,3,3,4,7,13,False
Martina Fantini,#7,Arizona State Sun Devils,Oregon State Beavers,1,12/14/25,8,0,1,1,0,0,0,2,1,0,2,0,1,0,0,0,-5,False
Deborah Davenport,#24,Arizona State Sun Devils,Oregon State Beavers,1,12/14/25,16,1,1,2,0,0,1,0,1,2,2,1,1,0,2,5,12,False
Amaya Williams,#1,Arizona State Sun Devils,Oregon State Beavers,1,12/14/25,11,0,0,0,3,0,0,1,1,1,3,0,1,0,0,2,8,False
Jyah LoVett,#4,Arizona State Sun Devils,Oregon State Beavers,1,12/14/25,15,0,0,0,0,3,0,0,0,1,5,1,2,2,2,5,15,False
Makayla Moore,#12,Arizona State Sun Devils,Oregon State Beavers,1,12/14/25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False
Lizzy Williamson,#15,Oregon State Beavers,Arizona State Sun Devils,0,12/14/25,15,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,True
Ally Schimel,#4,Oregon State Beavers,Arizona State Sun Devils,0,12/14/25,41,0,1,1,0,0,0,1,1,3,8,2,3,0,0,8,6,True
Jenna Villa,#3,Oregon State Beavers,Arizona State Sun Devils,0,12/14/25,40,1,8,9,3,1,0,3,4,7,17,1,9,3,3,18,24,True
Kennedie Shuler,#1,Oregon State Beavers,Arizona State Sun Devils,0,12/14/25,43,2,8,10,4,2,1,4,3,3,10,0,2,0,0,6,25,True
Tiara Bolden,#0,Oregon State Beavers,Arizona State Sun Devils,0,12/14/25,42,0,6,6,1,2,1,2,2,5,15,3,6,0,0,13,24,True
Lara Alonso-Basurto,#22,Oregon State Beavers,Arizona State Sun Devils,0,12/14/25,9,2,1,3,0,0,0,2,0,1,1,0,0,0,2,2,0,True
Susana Yepes,#10,Oregon State Beavers,Arizona State Sun Devils,0,12/14/25,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-2,True
Nene Sow,#32,Oregon State Beavers,Arizona State Sun Devils,0,12/14/25,24,3,9,12,0,0,0,2,2,3,4,0,0,0,0,6,16,True
Katelyn Field,#2,Oregon State Beavers,Arizona State Sun Devils,0,12/14/25,6,0,0,0,1,0,0,2,1,0,1,0,1,0,0,0,-3,True
Cloe Vecina,#31,Oregon State Beavers,Arizona State Sun Devils,0,12/14/25,3,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,-4,True
Mackenzie Shivers,#12,Oregon State Beavers,Arizona State Sun Devils,0,12/14/25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
Bria Shine,#41,UC Riverside Highlanders,San Diego Toreros,0,12/14/25,30,3,1,4,2,1,0,0,2,1,10,0,6,1,2,3,2,False
Hannah Wickstrom,#7,UC Riverside Highlanders,San Diego Toreros,0,12/14/25,35,2,4,6,2,3,0,4,1,6,20,1,8,4,4,17,19,False
Kaylani Polk,#1,UC Riverside Highlanders,San Diego Toreros,0,12/14/25,27,1,1,2,2,1,0,0,4,2,7,2,5,0,0,6,14,False
Maya Chocano,#9,UC Riverside Highlanders,San Diego Toreros,0,12/14/25,23,0,4,4,0,0,0,0,1,1,4,1,2,3,3,6,8,False
Seneca Hackley,#2,UC Riverside Highlanders,San Diego Toreros,0,12/14/25,29,1,1,2,2,1,0,0,1,3,10,2,4,2,2,10,18,False
Dieynaba Sylla,#30,UC Riverside Highlanders,San Diego Toreros,0,12/14/25,10,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,False
Maria Mejia,#23,UC Riverside Highlanders,San Diego Toreros,0,12/14/25,13,1,2,3,5,0,0,1,0,0,0,0,0,0,0,0,16,False
Taylor Swanson,#22,UC Riverside Highlanders,San Diego Toreros,0,12/14/25,17,0,4,4,0,0,1,1,3,3,6,1,2,2,2,9,14,False
Makayla Minshall,#10,UC Riverside Highlanders,San Diego Toreros,0,12/14/25,16,3,0,3,0,0,0,1,2,2,4,1,3,0,0,5,5,False
Ayla Williams,#22,San Diego Toreros,UC Riverside Highlanders,1,12/14/25,17,2,2,4,0,1,1,2,3,4,6,0,0,1,2,9,18,True
Olivia Owens,#24,San Diego Toreros,UC Riverside Highlanders,1,12/14/25,29,1,8,9,3,0,1,1,3,3,10,2,3,0,0,8,25,True
Lilly Amor,#3,San Diego Toreros,UC Riverside Highlanders,1,12/14/25,23,0,2,2,2,0,0,1,0,1,2,1,2,0,0,3,10,True
Kylie Ray,#6,San Diego Toreros,UC Riverside Highlanders,1,12/14/25,33,0,9,9,3,0,2,0,3,5,15,3,6,5,6,18,37,True
Hallie Rhodes,#20,San Diego Toreros,UC Riverside Highlanders,1,12/14/25,34,2,2,4,5,3,3,4,2,4,10,0,2,1,1,9,38,True
Eva Ruse,#15,San Diego Toreros,UC Riverside Highlanders,1,12/14/25,23,2,4,6,0,0,1,3,1,3,4,0,0,1,2,7,12,True
Dresha Moore,#1,San Diego Toreros,UC Riverside Highlanders,1,12/14/25,6,0,0,0,1,0,1,0,0,1,1,0,0,0,0,2,10,True
Helen Holley,#10,San Diego Toreros,UC Riverside Highlanders,1,12/14/25,12,2,2,4,1,0,1,1,3,1,3,0,0,0,0,2,10,True
Jayden Rhodes,#19,San Diego Toreros,UC Riverside Highlanders,1,12/14/25,23,1,0,1,0,0,0,0,3,1,1,1,1,2,2,5,9,True
Avery Koenen,#22,North Dakota State Bison,Pepperdine Waves,1,12/16/25,38,7,5,12,2,2,0,3,2,8,16,0,0,13,16,29,47,False
Marisa Frost,#12,North Dakota State Bison,Pepperdine Waves,1,12/16/25,42,0,1,1,1,1,0,0,2,5,13,1,4,3,3,14,18,False
Jocelyn Schiller,#30,North Dakota State Bison,Pepperdine Waves,1,12/16/25,36,1,4,5,3,2,0,2,1,4,10,1,2,6,7,15,31,False
Abby Krzewinski,#40,North Dakota State Bison,Pepperdine Waves,1,12/16/25,33,4,4,8,2,0,1,1,4,2,7,0,1,1,3,5,15,False
Molly Lenz,#1,North Dakota State Bison,Pepperdine Waves,1,12/16/25,36,1,5,6,2,1,0,1,2,3,13,2,6,1,2,9,14,False
Karrington Asp,#15,North Dakota State Bison,Pepperdine Waves,1,12/16/25,21,1,2,3,2,1,0,3,2,3,5,0,0,2,3,8,16,False
Miriley Simon,#32,North Dakota State Bison,Pepperdine Waves,1,12/16/25,3,0,1,1,0,0,0,0,0,1,1,0,0,0,0,2,5,False
Amelia Hobson,#8,North Dakota State Bison,Pepperdine Waves,1,12/16/25,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False
Abby Graham,#10,North Dakota State Bison,Pepperdine Waves,1,12/16/25,11,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,1,False
Shorna Preston,#12,Pepperdine Waves,North Dakota State Bison,0,12/16/25,18,0,7,7,1,0,1,1,5,1,2,0,1,1,2,3,12,True
Ellison Guiney,#2,Pepperdine Waves,North Dakota State Bison,0,12/16/25,39,2,1,3,3,2,0,2,4,6,12,1,4,4,4,17,31,True
Taija Sta. Maria,#1,Pepperdine Waves,North Dakota State Bison,0,12/16/25,25,0,2,2,3,0,0,2,0,3,6,0,2,2,2,8,13,True
Lina Falk,#22,Pepperdine Waves,North Dakota State Bison,0,12/16/25,40,2,2,4,1,2,0,1,4,6,12,1,3,1,2,14,25,True
Meghan Fiso,#13,Pepperdine Waves,North Dakota State Bison,0,12/16/25,38,1,6,7,4,0,1,1,4,8,15,0,0,1,2,17,37,True
Irune Orio,#31,Pepperdine Waves,North Dakota State Bison,0,12/16/25,15,0,2,2,2,0,0,0,0,2,4,0,0,0,0,4,12,True
Seleh Harmon,#30,Pepperdine Waves,North Dakota State Bison,0,12/16/25,38,0,0,0,4,2,1,1,2,3,9,3,8,0,0,9,25,True
Bella Green,#3,Pepperdine Waves,North Dakota State Bison,0,12/16/25,12,0,5,5,1,0,0,5,5,4,5,0,0,0,0,8,9,True
Malia Ruud,#55,Washington State Cougars,Seton Hall Pirates,0,12/16/25,29,3,0,3,1,0,0,2,3,2,7,0,1,3,4,7,4,True
Tanja Valancic,#9,Washington State Cougars,Seton Hall Pirates,0,12/16/25,19,2,2,4,3,2,0,1,3,0,2,0,1,0,0,0,16,True
Charlotte Abraham,#10,Washington State Cougars,Seton Hall Pirates,0,12/16/25,22,0,7,7,3,0,1,2,5,4,8,2,4,0,0,10,25,True
Mackenzie Chatfield,#8,Washington State Cougars,Seton Hall Pirates,0,12/16/25,6,0,1,1,0,0,0,2,0,0,1,0,0,0,0,0,-4,True
Eleonora Villa,#2,Washington State Cougars,Seton Hall Pirates,0,12/16/25,39,0,4,4,5,0,0,3,2,7,18,2,7,1,2,17,22,True
Lauren Glazier,#25,Washington State Cougars,Seton Hall Pirates,0,12/16/25,14,1,2,3,1,1,1,1,2,6,9,0,0,0,0,12,26,True
Malvina Haziri,#1,Washington State Cougars,Seton Hall Pirates,0,12/16/25,7,0,1,1,0,0,0,2,0,1,2,1,2,0,0,3,0,True
Keandra Koorits,#15,Washington State Cougars,Seton Hall Pirates,0,12/16/25,35,5,1,6,2,0,0,0,2,6,15,2,6,0,0,14,21,True
Marta Alsina,#12,Washington State Cougars,Seton Hall Pirates,0,12/16/25,25,0,4,4,2,2,0,1,1,1,3,0,1,0,0,2,16,True
Jean Chiu,#5,Washington State Cougars,Seton Hall Pirates,0,12/16/25,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
Mariana Valenzuela,#6,Seton Hall Pirates,Washington State Cougars,1,12/16/25,27,3,2,5,0,0,1,2,2,3,8,0,3,2,2,8,8,False
Messiah Hunter,#13,Seton Hall Pirates,Washington State Cougars,1,12/16/25,20,0,2,2,2,0,1,2,1,1,3,0,2,0,0,2,7,False
Zahara Bishop,#8,Seton Hall Pirates,Washington State Cougars,1,12/16/25,30,3,7,10,0,2,0,0,1,6,11,1,2,6,6,19,39,False
Jada Eads,#0,Seton Hall Pirates,Washington State Cougars,1,12/16/25,31,3,4,7,4,1,0,0,1,4,14,2,6,3,4,13,28,False
Savannah Catalon,#5,Seton Hall Pirates,Washington State Cougars,1,12/16/25,30,0,2,2,1,3,0,2,2,5,12,3,8,2,2,15,25,False
Natalia Hall-Rosa,#3,Seton Hall Pirates,Washington State Cougars,1,12/16/25,11,1,1,2,3,1,0,2,0,1,3,0,1,1,2,3,12,False
Savanna Jones,#4,Seton Hall Pirates,Washington State Cougars,1,12/16/25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False
Cam Rust,#10,Seton Hall Pirates,Washington State Cougars,1,12/16/25,8,0,1,1,3,0,0,0,0,0,1,0,1,0,0,0,9,False
Shailyn Pinkney,#21,Seton Hall Pirates,Washington State Cougars,1,12/16/25,5,1,3,4,0,0,0,1,0,0,2,0,0,0,0,0,1,False
Ja'Kahla Craft,#2,Seton Hall Pirates,Washington State Cougars,1,12/16/25,13,1,1,2,0,1,1,0,0,3,6,1,1,0,0,7,18,False
Jordana Codio,#23,Seton Hall Pirates,Washington State Cougars,1,12/16/25,22,1,5,6,1,1,0,1,0,3,7,0,1,1,1,7,17,False
Layla Woods,#25,Chapman Panthers,Loyola Marymount Lions,0,12/16/25,20,0,2,2,0,0,0,1,4,2,8,0,0,0,0,4,0,False
Kali Cajala,#21,Chapman Panthers,Loyola Marymount Lions,0,12/16/25,19,0,0,0,0,0,0,1,0,1,2,0,0,0,0,2,0,False
Aidan Sherfey,#14,Chapman Panthers,Loyola Marymount Lions,0,12/16/25,27,0,0,0,1,1,0,0,2,2,5,1,2,0,0,5,11,False
Kira Watanabe,#11,Chapman Panthers,Loyola Marymount Lions,0,12/16/25,16,0,2,2,1,2,0,4,2,1,7,1,5,0,0,3,0,False
Trinity Barretto,#20,Chapman Panthers,Loyola Marymount Lions,0,12/16/25,18,1,1,2,1,1,0,2,0,0,3,0,0,0,0,0,2,False
Emerson Ludwick,#5,Chapman Panthers,Loyola Marymount Lions,0,12/16/25,14,0,2,2,0,0,0,1,4,0,2,0,0,0,0,0,-2,False
Sydney Teoh,#8,Chapman Panthers,Loyola Marymount Lions,0,12/16/25,16,0,1,1,1,1,0,3,1,1,4,0,2,1,1,3,1,False
Jemma Lacap,#24,Chapman Panthers,Loyola Marymount Lions,0,12/16/25,10,0,0,0,1,0,0,2,1,0,1,0,0,0,0,0,-2,False
Darcy McCoy,#22,Chapman Panthers,Loyola Marymount Lions,0,12/16/25,5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,-2,False
Makena Nitao,#33,Chapman Panthers,Loyola Marymount Lions,0,12/16/25,20,0,0,0,1,1,0,3,0,1,3,0,2,0,0,2,0,False
Maile Nakaji,#23,Chapman Panthers,Loyola Marymount Lions,0,12/16/25,17,3,1,4,1,0,0,2,1,2,9,1,6,1,1,6,0,False
Andi Martinez,#4,Chapman Panthers,Loyola Marymount Lions,0,12/16/25,13,1,0,1,0,0,0,3,1,0,0,0,0,1,2,1,-5,False
Ciara Lu,#3,Chapman Panthers,Loyola Marymount Lions,0,12/16/25,5,0,0,0,0,1,0,1,0,0,0,0,0,1,2,1,2,False
Maya Hernandez,#55,Loyola Marymount Lions,Chapman Panthers,1,12/16/25,17,4,3,7,4,1,1,1,1,3,5,0,0,1,1,7,33,True
Ivana Krajina,#13,Loyola Marymount Lions,Chapman Panthers,1,12/16/25,18,2,0,2,4,1,0,1,4,3,7,1,5,0,0,7,20,True
Jess Lawson,#0,Loyola Marymount Lions,Chapman Panthers,1,12/16/25,18,4,4,8,2,1,0,2,1,3,5,0,0,5,6,11,26,True
Andjela Matic,#28,Loyola Marymount Lions,Chapman Panthers,1,12/16/25,23,0,2,2,2,3,0,2,0,7,9,3,5,0,0,17,40,True
Carly Heidger,#5,Loyola Marymount Lions,Chapman Panthers,1,12/16/25,16,1,2,3,0,1,0,0,1,3,7,0,3,0,0,6,10,True
Kayla Jones,#24,Loyola Marymount Lions,Chapman Panthers,1,12/16/25,17,5,1,6,1,0,0,1,3,6,7,0,0,1,2,13,25,True
Ana Milanovic,#7,Loyola Marymount Lions,Chapman Panthers,1,12/16/25,14,0,1,1,2,1,0,2,2,3,3,0,0,1,1,7,18,True
Paula Reus Piza,#30,Loyola Marymount Lions,Chapman Panthers,1,12/16/25,14,1,4,5,2,0,0,1,0,1,3,0,0,1,2,3,11,True
Zawadi Ogot,#54,Loyola Marymount Lions,Chapman Panthers,1,12/16/25,23,2,3,5,0,2,2,2,2,5,13,0,0,0,1,10,22,True
Allison Clarke,#4,Loyola Marymount Lions,Chapman Panthers,1,12/16/25,25,0,1,1,3,0,0,3,0,0,6,0,6,0,0,0,-7,True
Lova Lagerlid,#10,Loyola Marymount Lions,Chapman Panthers,1,12/16/25,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,True
Mari Somvichian,#2,Loyola Marymount Lions,Chapman Panthers,1,12/16/25,13,1,0,1,1,1,0,1,1,0,1,0,1,0,0,0,5,True
Heloisa Carrera,#14,Arizona State Sun Devils,Gonzaga Bulldogs,1,12/16/25,22,2,0,2,1,2,1,1,3,1,5,0,0,1,1,3,15,False
Deborah Davenport,#24,Arizona State Sun Devils,Gonzaga Bulldogs,1,12/16/25,30,3,1,4,0,1,0,3,3,2,3,0,0,0,0,4,8,False
Marley Washenitz,#11,Arizona State Sun Devils,Gonzaga Bulldogs,1,12/16/25,34,0,4,4,4,3,0,2,4,5,13,2,6,0,0,12,32,False
Last-Tear Poa,#13,Arizona State Sun Devils,Gonzaga Bulldogs,1,12/16/25,23,0,0,0,5,0,0,1,2,0,3,0,1,0,0,0,10,False
Gabby Elliott,#0,Arizona State Sun Devils,Gonzaga Bulldogs,1,12/16/25,39,3,1,4,2,4,0,3,3,10,22,3,6,7,10,30,46,False
Martina Fantini,#7,Arizona State Sun Devils,Gonzaga Bulldogs,1,12/16/25,18,4,2,6,1,2,1,1,3,3,5,0,0,1,2,7,26,False
Amaya Williams,#1,Arizona State Sun Devils,Gonzaga Bulldogs,1,12/16/25,8,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,-1,False
Jyah LoVett,#4,Arizona State Sun Devils,Gonzaga Bulldogs,1,12/16/25,26,0,2,2,1,2,0,2,1,5,9,2,4,0,0,12,23,False
Lauren Whittaker,#33,Gonzaga Bulldogs,Arizona State Sun Devils,0,12/16/25,32,1,8,9,2,2,0,1,3,8,13,3,5,5,5,24,49,True
Taylor Smith,#20,Gonzaga Bulldogs,Arizona State Sun Devils,0,12/16/25,30,1,1,2,5,1,0,4,2,4,6,0,0,0,0,8,23,True
Zeryhia Aokuso,#55,Gonzaga Bulldogs,Arizona State Sun Devils,0,12/16/25,19,1,3,4,0,0,0,5,2,3,6,2,3,0,0,8,3,True
Allie Turner,#11,Gonzaga Bulldogs,Arizona State Sun Devils,0,12/16/25,37,0,2,2,2,1,0,7,0,3,10,2,7,4,4,12,3,True
Ines Bettencourt,#8,Gonzaga Bulldogs,Arizona State Sun Devils,0,12/16/25,29,0,3,3,1,0,0,6,4,0,1,0,1,1,4,1,-10,True
Jaiden Haile,#23,Gonzaga Bulldogs,Arizona State Sun Devils,0,12/16/25,10,1,1,2,2,0,0,0,0,0,1,0,0,2,4,2,7,True
McKynnlie Dalan,#22,Gonzaga Bulldogs,Arizona State Sun Devils,0,12/16/25,9,2,4,6,0,2,0,0,0,0,2,0,0,0,0,0,12,True
Julia Wilson,#3,Gonzaga Bulldogs,Arizona State Sun Devils,0,12/16/25,7,1,1,2,0,0,0,1,0,1,1,1,1,0,0,3,5,True
Teryn Gardner,#24,Gonzaga Bulldogs,Arizona State Sun Devils,0,12/16/25,21,0,0,0,1,0,0,2,3,2,4,2,4,0,0,6,5,True
Christabel Osarobo,#12,Gonzaga Bulldogs,Arizona State Sun Devils,0,12/16/25,6,1,0,1,0,1,0,0,2,1,2,0,1,0,0,2,6,True
Pinja Paananen,#10,Sacramento State Hornets,San Francisco Dons,0,12/17/25,13,0,1,1,0,0,1,0,1,1,1,1,1,0,0,3,9,False
Elizabeth Abiara,#5,Sacramento State Hornets,San Francisco Dons,0,12/17/25,23,4,4,8,0,0,1,3,2,3,3,0,0,1,1,7,15,False
Rubi Gray,#11,Sacramento State Hornets,San Francisco Dons,0,12/17/25,36,0,2,2,1,0,1,4,2,5,12,2,5,2,2,14,11,False
Natalie Picton,#2,Sacramento State Hornets,San Francisco Dons,0,12/17/25,38,1,3,4,2,1,2,4,1,1,11,0,3,1,2,3,2,False
Benthe Versteeg,#1,Sacramento State Hornets,San Francisco Dons,0,12/17/25,39,1,8,9,5,1,1,8,2,2,10,1,2,6,8,11,18,False
Keanna Salave'a,#8,Sacramento State Hornets,San Francisco Dons,0,12/17/25,19,4,4,8,2,1,1,4,3,5,10,1,4,0,0,11,22,False
Brooklyn Taylor,#3,Sacramento State Hornets,San Francisco Dons,0,12/17/25,22,1,6,7,2,1,0,2,1,2,4,0,0,2,2,6,19,False
Ajong Lual,#12,Sacramento State Hornets,San Francisco Dons,0,12/17/25,3,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,-4,False
Jaety Mandaquit,#22,Sacramento State Hornets,San Francisco Dons,0,12/17/25,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,False
Tali Fa'i,#14,Sacramento State Hornets,San Francisco Dons,0,12/17/25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Natasa Tausova,#12,San Francisco Dons,Sacramento State Hornets,1,12/17/25,21,1,1,2,2,0,0,2,1,2,9,0,4,0,0,4,0,True
Noelia Mourio,#3,San Francisco Dons,Sacramento State Hornets,1,12/17/25,26,3,3,6,2,0,1,5,5,5,7,0,0,0,0,10,19,True
Aina Cargol,#9,San Francisco Dons,Sacramento State Hornets,1,12/17/25,35,1,3,4,7,1,0,1,5,6,10,2,5,0,0,14,43,True
Candy Edokpaigbe,#23,San Francisco Dons,Sacramento State Hornets,1,12/17/25,34,2,2,4,4,1,1,2,1,5,20,0,3,2,2,12,19,True
Mara Neira,#2,San Francisco Dons,Sacramento State Hornets,1,12/17/25,23,0,6,6,0,4,0,1,0,3,9,3,5,0,0,9,28,True
Nevaeh Ferrara Horne,#7,San Francisco Dons,Sacramento State Hornets,1,12/17/25,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,6,True
Sol Castro,#24,San Francisco Dons,Sacramento State Hornets,1,12/17/25,12,1,1,2,2,0,0,2,4,1,4,0,0,0,0,2,5,True
Meghan McIntyre,#4,San Francisco Dons,Sacramento State Hornets,1,12/17/25,23,2,1,3,0,2,0,1,0,1,3,0,0,3,4,5,13,True
Paula Tirado,#22,San Francisco Dons,Sacramento State Hornets,1,12/17/25,18,1,0,1,1,1,0,1,0,2,6,1,3,0,0,5,9,True
Olivia Williams,#21,San Francisco Dons,Sacramento State Hornets,1,12/17/25,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,True
Elise Turrubiates,#24,South Dakota Coyotes,Pepperdine Waves,0,12/17/25,37,4,3,7,1,0,1,1,0,5,12,4,6,5,6,19,29,False
Patience Williams,#11,South Dakota Coyotes,Pepperdine Waves,0,12/17/25,23,3,5,8,2,1,2,1,4,5,14,1,3,0,1,11,27,False
Alex Flattery,#12,South Dakota Coyotes,Pepperdine Waves,0,12/17/25,21,1,3,4,0,1,0,1,2,1,2,0,0,2,2,4,10,False
Molly Joyce,#1,South Dakota Coyotes,Pepperdine Waves,0,12/17/25,14,0,0,0,1,0,0,1,4,2,5,0,1,0,0,4,3,False
Angelina Robles,#5,South Dakota Coyotes,Pepperdine Waves,0,12/17/25,39,0,3,3,2,3,0,3,2,5,11,1,4,2,2,13,25,False
Josie Hill,#14,South Dakota Coyotes,Pepperdine Waves,0,12/17/25,19,0,2,2,1,0,1,0,1,0,5,0,4,2,2,2,1,False
Tori Schlagel,#33,South Dakota Coyotes,Pepperdine Waves,0,12/17/25,28,2,3,5,2,0,0,0,2,3,15,0,4,3,4,9,6,False
Alyssa Bartlett,#10,South Dakota Coyotes,Pepperdine Waves,0,12/17/25,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,-3,False
Coral Mason,#3,South Dakota Coyotes,Pepperdine Waves,0,12/17/25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Olivia Kieffer,#0,South Dakota Coyotes,Pepperdine Waves,0,12/17/25,17,0,4,4,1,1,0,0,1,1,3,1,2,0,0,3,13,False
Shorna Preston,#12,Pepperdine Waves,South Dakota Coyotes,1,12/17/25,29,2,6,8,3,1,1,3,3,3,9,1,4,2,2,9,23,True
Ellison Guiney,#2,Pepperdine Waves,South Dakota Coyotes,1,12/17/25,34,1,3,4,2,1,1,5,2,6,9,2,2,2,2,16,29,True
