Name,Jersey #,Team,Opponent,didWin,Date,MIN,OREB,DREB,REB,AST,STL,BLK,TO,PF,FGM,FGA,3PM,3PA,FTM,FTA,PTS,FantasyPts,isWCC
Zania Socka-Nguemen,#23,Indiana Hoosiers,Gonzaga Bulldogs,1,11/28/25,31,3,5,8,3,0,0,2,2,3,8,0,0,4,4,10,22,False
Nevaeh Caffey,#2,Indiana Hoosiers,Gonzaga Bulldogs,1,11/28/25,34,0,5,5,2,0,1,2,2,4,4,0,0,2,2,10,25,False
Valentyna Kadlecova,#15,Indiana Hoosiers,Gonzaga Bulldogs,1,11/28/25,16,0,1,1,0,0,0,0,4,2,4,1,3,1,1,6,7,False
Lenée Beaumont,#5,Indiana Hoosiers,Gonzaga Bulldogs,1,11/28/25,35,1,5,6,4,0,0,1,2,4,11,0,4,3,5,11,19,False
Shay Ciezki,#10,Indiana Hoosiers,Gonzaga Bulldogs,1,11/28/25,37,0,2,2,3,2,0,3,0,10,18,3,6,1,1,24,40,False
Maya Makalusky,#3,Indiana Hoosiers,Gonzaga Bulldogs,1,11/28/25,20,3,3,6,1,0,0,1,2,4,8,1,5,1,2,10,14,False
Edessa Noyan,#8,Indiana Hoosiers,Gonzaga Bulldogs,1,11/28/25,13,1,1,2,0,0,0,0,3,1,3,0,0,0,0,2,4,False
Phoenix Stotijn,#1,Indiana Hoosiers,Gonzaga Bulldogs,1,11/28/25,14,0,0,0,1,0,1,1,1,0,2,0,2,3,4,3,3,False
Lauren Whittaker,#33,Gonzaga Bulldogs,Indiana Hoosiers,0,11/28/25,26,1,4,5,3,2,1,2,3,9,18,2,5,7,7,27,47,True
Taylor Smith,#20,Gonzaga Bulldogs,Indiana Hoosiers,0,11/28/25,25,2,3,5,2,1,1,1,3,2,7,0,1,0,0,4,16,True
