#,Full Name,FullTeamName,Pos.,Ht.,Year,Hometown,userteam,FantasyPts_sum,FantasyPts_mean,rank_pos,rank_global,GP,MIN_mean,PTS_mean,REB_mean,AST_mean,STL_mean,BLK_mean,3PM_mean,3PA_mean,FTM_mean,TO_mean,FGM_mean,FGA_mean,OREB_sum,OREB_mean,DREB_sum,DREB_mean,MIN_sum,PTS_sum,REB_sum,AST_sum,STL_sum,BLK_sum,TO_sum,FGM_sum,FGA_sum,3PM_sum,3PA_sum,FTM_sum,FTA_sum,FTA_mean,Previous School,clean_name,ImageURL
12,Brynn Smith,Portland Pilots,G,6-0,Fr.,"Eugene, OR",FreeAgent,116.0,9.67,52.0,77.0,12.0,13.42,5.33,1.25,1.5,1.0,0.08,0.92,2.42,0.42,2.25,2.0,5.0,2.0,0.17,13.0,1.08,161.0,64.0,15.0,18.0,12.0,1.0,27.0,24.0,60.0,11.0,29.0,5.0,6.0,0.5,Willamette HS,brynn smith,https://portlandpilots.com/images/2025/10/15/Smith_Brynn26web.JPG?width=80&quality=90
14,Caitlin Monahan,Portland Pilots,G,5-10,R-Fr.,"Mercer Island, WA",FreeAgent,54.0,6.75,67.0,111.0,8.0,7.75,2.0,1.75,0.5,0.38,0.12,0.25,0.88,0.25,0.25,0.75,1.62,5.0,0.62,9.0,1.12,62.0,16.0,14.0,4.0,3.0,1.0,2.0,6.0,13.0,2.0,7.0,2.0,2.0,0.25,Mercer Island HS,caitlin monahan,https://portlandpilots.com/images/2025/10/15/Monahan_Caitlyn26web.JPG?width=80&quality=90
17,Nicole Anderson,Portland Pilots,G,5-8,Gr.,"Eastvale, CA",FreeAgent,58.0,4.83,66.0,108.0,12.0,16.08,6.0,2.17,1.0,0.25,0.08,1.25,4.75,0.92,1.67,1.92,6.17,3.0,0.25,23.0,1.92,193.0,72.0,26.0,12.0,3.0,1.0,20.0,23.0,74.0,15.0,57.0,11.0,13.0,1.08,LMU / SMU / Rosary Academy,nicole anderson,https://portlandpilots.com/images/2025/10/15/Rodriguez_Nicole26web.JPG?width=80&quality=90
20,Lainey Spear,Portland Pilots,F,6-2,Jr.,"Portland, OR",UserTeam3,261.0,21.75,7.0,22.0,12.0,21.92,8.17,4.25,2.42,1.58,0.17,0.08,0.75,1.58,1.83,3.25,6.08,15.0,1.25,36.0,3.0,263.0,98.0,51.0,29.0,19.0,2.0,22.0,39.0,73.0,1.0,9.0,19.0,36.0,3.0,Beaverton HS,lainey spear,https://portlandpilots.com/images/2025/10/15/Spear_Lainey26web.JPG?width=80&quality=90
22,Rhyan Mogel,Portland Pilots,G,5-10,Jr.,"Happy Valley, OR",UserTeam3,285.0,25.91,11.0,16.0,11.0,25.09,8.73,2.36,4.36,1.45,0.27,1.0,2.18,2.09,2.18,2.82,6.18,3.0,0.27,23.0,2.09,276.0,96.0,26.0,48.0,16.0,3.0,24.0,31.0,68.0,11.0,24.0,23.0,27.0,2.45,Clackamas HS,rhyan mogel,https://portlandpilots.com/images/2025/10/15/Mogel_Rhyan26web.JPG?width=80&quality=90
35,Camille Dake,Portland Pilots,G,6-0,Fr.,"Vista, CA",UserTeam2,0.0,0.0,91.5,151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rancho Buena Vista HS,camille dake,https://portlandpilots.com/images/2025/10/15/Dake_Camille26web.jpg?width=80&quality=90
42,Ella Zimmerman,Portland Pilots,C,6-4,So.,"Redondo Beach, CA",FreeAgent,74.0,6.17,1.0,96.0,12.0,9.17,3.0,2.0,0.08,0.08,0.58,0.0,0.08,0.5,0.42,1.25,3.08,9.0,0.75,15.0,1.25,110.0,36.0,24.0,1.0,1.0,7.0,5.0,15.0,37.0,0.0,1.0,6.0,8.0,0.67,Redondo Union HS,ella zimmerman,https://portlandpilots.com/images/2025/10/15/Zimmerman_Ella26web.JPG?width=80&quality=90
44,Julia Dalan,Portland Pilots,C,6-3,Fr.,"Centralia, WA",UserTeam5,253.0,21.08,1.0,24.5,12.0,20.17,7.58,5.33,0.42,0.25,3.33,0.0,0.25,1.42,1.33,3.08,7.58,25.0,2.08,39.0,3.25,242.0,91.0,64.0,5.0,3.0,40.0,16.0,37.0,91.0,0.0,3.0,17.0,20.0,1.67,W.F. West HS,julia dalan,https://portlandpilots.com/images/2025/10/15/Dalan_Julia26web.JPG?width=80&quality=90
0,Ysabella Von Seipler,San Diego Toreros,G,5-10,Fr.,"Rocklin, CA",FreeAgent,84.0,14.0,60.0,92.0,6.0,14.5,6.17,3.17,1.0,0.67,0.0,1.33,2.5,0.17,0.5,2.33,4.83,7.0,1.17,12.0,2.0,87.0,37.0,19.0,6.0,4.0,0.0,3.0,14.0,29.0,8.0,15.0,1.0,4.0,0.67,,ysabella von seipler,https://usdtoreros.com/images/2025/10/15/Ysabella_Von_Seipler_Head_Shot.png?width=300
1,Dresha Moore,San Diego Toreros,F,6-0,So.,"Hawthorne, CA",FreeAgent,64.0,5.33,28.5,102.0,12.0,15.5,2.58,3.67,0.58,0.25,0.42,0.17,0.67,0.25,1.75,1.08,3.5,11.0,0.92,33.0,2.75,186.0,31.0,44.0,7.0,3.0,5.0,21.0,13.0,42.0,2.0,8.0,3.0,5.0,0.42,,dresha moore,https://usdtoreros.com/images/2025/10/15/Dresha_Moore_Headshot.png?width=80&quality=90
2,Ryanne Bahnsen-Price,San Diego Toreros,F,6-0,Fr.,"Erie, CO",UserTeam1,0.0,0.0,49.0,151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,ryanne bahnsen-price,https://usdtoreros.com/images/2025/10/15/Ryanne_Bahnsen-Price_Head_Shot.png?width=300
3,Lilly Amor,San Diego Toreros,G,5-11,So.,"Melbourne, Victoria, Australia",UserTeam5,99.0,7.62,57.0,87.0,13.0,19.15,3.31,1.0,1.08,0.77,0.08,0.85,2.62,0.0,0.85,1.23,3.38,1.0,0.08,12.0,0.92,249.0,43.0,13.0,14.0,10.0,1.0,11.0,16.0,44.0,11.0,34.0,0.0,2.0,0.15,,lilly amor,https://usdtoreros.com/images/2025/10/15/Ysabella_Von_Seipler_Head_Shot.png?width=80&quality=90
4,Jessica Ajayi,San Diego Toreros,G,5-10,Fr.,"Kent, WA",FreeAgent,40.0,6.67,73.0,117.0,6.0,10.67,2.17,2.0,1.33,0.67,0.17,0.33,2.17,0.17,0.67,0.83,3.83,3.0,0.5,9.0,1.5,64.0,13.0,12.0,8.0,4.0,1.0,4.0,5.0,23.0,2.0,13.0,1.0,2.0,0.33,,jessica ajayi,https://usdtoreros.com/images/2025/10/15/Jessica_Ajayi_Head_Shot.png?width=80&quality=90
5,Lauren McCall,San Diego Toreros,G,5-6,Jr.,"Boise, ID",UserTeam4,0.0,0.0,91.5,151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,lauren mccall,https://usdtoreros.com/images/2025/10/15/Lauren_McCall_Head_Shot.png?width=80&quality=90
6,Kylie Ray,San Diego Toreros,G,5-8,So.,"La Crescenta, CA",UserTeam5,150.0,18.75,40.0,60.0,8.0,26.5,13.75,5.38,2.5,1.5,0.25,1.62,3.88,3.12,5.38,4.5,12.5,8.0,1.0,35.0,4.38,212.0,110.0,43.0,20.0,12.0,2.0,43.0,36.0,100.0,13.0,31.0,25.0,27.0,3.38,Utah,kylie ray,https://usdtoreros.com/images/2025/10/15/Kylie_Ray_Head_Shot.png?width=80&quality=90
10,Helen Holley,San Diego Toreros,F,6-1,So.,"Cleveland, OH",UserTeam6,118.0,9.08,18.0,74.5,13.0,20.0,2.85,4.62,0.54,1.08,0.69,0.15,0.92,0.85,1.92,0.92,3.46,29.0,2.23,31.0,2.38,260.0,37.0,60.0,7.0,14.0,9.0,25.0,12.0,45.0,2.0,12.0,11.0,21.0,1.62,Michigan State,helen holley,https://usdtoreros.com/images/2025/10/15/Helen_Holley_Head_Shot.png?width=80&quality=90
11,Malia Tharpe,San Diego Toreros,F,6-0,Jr.,"Cottesloe, Western Australia, Australia",FreeAgent,30.0,2.73,38.0,124.0,11.0,14.55,2.0,2.0,0.27,0.45,0.09,0.09,0.91,0.27,0.73,0.82,3.55,6.0,0.55,16.0,1.45,160.0,22.0,22.0,3.0,5.0,1.0,8.0,9.0,39.0,1.0,10.0,3.0,8.0,0.73,,malia tharpe,https://usdtoreros.com/images/2025/10/15/Malia_Tharpe_Head_Shot.png?width=80&quality=90
12,Erica Carr,San Diego Toreros,C,6-3,So.,"Grand Prairie, TX",FreeAgent,18.0,9.0,5.0,133.5,2.0,12.5,4.0,2.0,1.0,0.0,0.5,0.0,0.5,1.0,1.0,1.5,2.5,2.0,1.0,2.0,1.0,25.0,8.0,4.0,2.0,0.0,1.0,2.0,3.0,5.0,0.0,1.0,2.0,2.0,1.0,,erica carr,https://usdtoreros.com/images/2025/10/15/Erica_Carr_Headshot.png?width=80&quality=90
15,Eva Ruse,San Diego Toreros,F,6-2,So.,"North Vancouver, British Columbia, Canada",FreeAgent,137.0,10.54,17.0,64.5,13.0,15.38,4.92,4.69,0.31,0.54,0.62,0.08,0.31,1.31,1.54,1.77,3.62,28.0,2.15,33.0,2.54,200.0,64.0,61.0,4.0,7.0,8.0,20.0,23.0,47.0,1.0,4.0,17.0,32.0,2.46,,eva ruse,https://usdtoreros.com/images/2025/10/15/Eva_Ruse_Headshot.png?width=80&quality=90
19,Jayden Rhodes,San Diego Toreros,G,5-11,Sr.,"Keller, TX",UserTeam1,95.0,7.92,58.0,88.0,12.0,13.5,3.5,2.0,0.5,0.33,0.25,0.75,1.58,0.42,0.5,1.17,2.67,11.0,0.92,13.0,1.08,162.0,42.0,24.0,6.0,4.0,3.0,6.0,14.0,32.0,9.0,19.0,5.0,8.0,0.67,Morehead State,jayden rhodes,https://usdtoreros.com/images/2025/10/15/Jayden_Rhodes_Head_Shot.png?width=80&quality=90
20,Hallie Rhodes,San Diego Toreros,G,5-11,Sr.,"Keller, TX",FreeAgent,253.0,19.46,15.0,24.5,13.0,29.46,10.31,2.92,2.23,1.38,0.62,0.38,1.77,1.15,2.54,4.38,10.38,15.0,1.15,23.0,1.77,383.0,134.0,38.0,29.0,18.0,8.0,33.0,57.0,135.0,5.0,23.0,15.0,23.0,1.77,Morehead State,hallie rhodes,https://usdtoreros.com/images/2025/10/15/Hallie_Rhodes_Head_Shot.png?width=80&quality=90
22,Ayla Williams,San Diego Toreros,C,6-0,Fr.,"Las Vegas, NV",FreeAgent,197.0,15.15,1.0,37.5,13.0,18.0,5.08,7.31,0.54,0.54,1.08,0.0,0.0,2.77,1.23,1.15,2.85,42.0,3.23,53.0,4.08,234.0,66.0,95.0,7.0,7.0,14.0,16.0,15.0,37.0,0.0,0.0,36.0,58.0,4.46,,ayla williams,https://usdtoreros.com/images/2025/10/15/Ayla_Williams_Headshot.png?width=80&quality=90
24,Olivia Owens,San Diego Toreros,G,5-10,Fr.,"Columbus, OH",FreeAgent,180.0,13.85,29.0,47.0,13.0,29.08,9.77,4.38,2.31,1.69,0.08,1.31,4.85,1.85,3.54,3.31,11.54,15.0,1.15,42.0,3.23,378.0,127.0,57.0,30.0,22.0,1.0,46.0,43.0,150.0,17.0,63.0,24.0,30.0,2.31,,olivia owens,https://usdtoreros.com/images/2025/10/15/Olivia_Owens_Head_Shot.png?width=80&quality=90
